# Force coefficients
# liftDir         : (0.0000000000e+00 0.0000000000e+00 1.0000000000e+00)
# dragDir         : (1.0000000000e+00 0.0000000000e+00 0.0000000000e+00)
# pitchAxis       : (0.0000000000e+00 1.0000000000e+00 0.0000000000e+00)
# magUInf         : 2.5000000000e+02
# lRef            : 1.0000000000e+00
# Aref            : 1.0000000000e+00
# CofR            : (2.0000000000e-01 0.0000000000e+00 0.0000000000e+00)
# Time            	Cm                	Cd                	Cl                	Cl(f)             	Cl(r)             
1499              	-1.6932302346e-07	7.9130223313e-03	3.3481275925e-06	1.5047407728e-06	1.8433868197e-06
1500              	-1.6845959080e-07	7.9129753539e-03	3.3363049493e-06	1.4996928839e-06	1.8366120655e-06
1501              	-1.6760022480e-07	7.9129285675e-03	3.3245244442e-06	1.4946619973e-06	1.8298624469e-06
1502              	-1.6674496729e-07	7.9128819712e-03	3.3127862381e-06	1.4896481517e-06	1.8231380863e-06
1503              	-1.6589379330e-07	7.9128355645e-03	3.3010901252e-06	1.4846512693e-06	1.8164388559e-06
1504              	-1.6504666141e-07	7.9127893471e-03	3.2894356527e-06	1.4796711649e-06	1.8097644877e-06
1505              	-1.6420350606e-07	7.9127433185e-03	3.2778225249e-06	1.4747077564e-06	1.8031147685e-06
1506              	-1.6336423787e-07	7.9126974776e-03	3.2662504882e-06	1.4697610063e-06	1.7964894820e-06
1507              	-1.6252892607e-07	7.9126518235e-03	3.2547196894e-06	1.4648309186e-06	1.7898887708e-06
1508              	-1.6169761325e-07	7.9126063551e-03	3.2432302810e-06	1.4599175272e-06	1.7833127537e-06
1509              	-1.6087025923e-07	7.9125610719e-03	3.2317819701e-06	1.4550207258e-06	1.7767612443e-06
1510              	-1.6004684460e-07	7.9125159731e-03	3.2203746418e-06	1.4501404763e-06	1.7702341655e-06
1511              	-1.5922726393e-07	7.9124710584e-03	3.2090077943e-06	1.4452766332e-06	1.7637311611e-06
1512              	-1.5841153509e-07	7.9124263269e-03	3.1976814245e-06	1.4404291772e-06	1.7572522473e-06
1513              	-1.5759963745e-07	7.9123817781e-03	3.1863953326e-06	1.4355980288e-06	1.7507973037e-06
1514              	-1.5679160155e-07	7.9123374110e-03	3.1751495023e-06	1.4307831496e-06	1.7443663527e-06
1515              	-1.5598739162e-07	7.9122932249e-03	3.1639438558e-06	1.4259845363e-06	1.7379593195e-06
1516              	-1.5518698421e-07	7.9122492191e-03	3.1527782012e-06	1.4212021164e-06	1.7315760848e-06
1517              	-1.5439035467e-07	7.9122053928e-03	3.1416523515e-06	1.4164358211e-06	1.7252165304e-06
1518              	-1.5359743118e-07	7.9121617455e-03	3.1305660115e-06	1.4116855746e-06	1.7188804369e-06
1519              	-1.5280821300e-07	7.9121182765e-03	3.1195190215e-06	1.4069512978e-06	1.7125677238e-06
1520              	-1.5202278738e-07	7.9120749851e-03	3.1085115797e-06	1.4022330025e-06	1.7062785772e-06
1521              	-1.5124108999e-07	7.9120318707e-03	3.0975433561e-06	1.3975305881e-06	1.7000127681e-06
1522              	-1.5046301605e-07	7.9119889323e-03	3.0866140017e-06	1.3928439848e-06	1.6937700169e-06
1523              	-1.4968859943e-07	7.9119461695e-03	3.0757235536e-06	1.3881731774e-06	1.6875503762e-06
1524              	-1.4891785115e-07	7.9119035815e-03	3.0648718780e-06	1.3835180879e-06	1.6813537902e-06
1525              	-1.4815075181e-07	7.9118611675e-03	3.0540587945e-06	1.3788786454e-06	1.6751801491e-06
1526              	-1.4738723859e-07	7.9118189271e-03	3.0432840572e-06	1.3742547900e-06	1.6690292672e-06
1527              	-1.4662732759e-07	7.9117768594e-03	3.0325476577e-06	1.3696465013e-06	1.6629011564e-06
1528              	-1.4587097065e-07	7.9117349638e-03	3.0218492441e-06	1.3650536514e-06	1.6567955927e-06
1529              	-1.4511815178e-07	7.9116932396e-03	3.0111887672e-06	1.3604762318e-06	1.6507125354e-06
1530              	-1.4436889557e-07	7.9116516861e-03	3.0005661291e-06	1.3559141690e-06	1.6446519601e-06
1531              	-1.4362317280e-07	7.9116103027e-03	2.9899812187e-06	1.3513674365e-06	1.6386137821e-06
1532              	-1.4288097894e-07	7.9115690888e-03	2.9794338618e-06	1.3468359519e-06	1.6325979098e-06
1533              	-1.4214221413e-07	7.9115280435e-03	2.9689236867e-06	1.3423196292e-06	1.6266040575e-06
1534              	-1.4140696924e-07	7.9114871664e-03	2.9584508391e-06	1.3378184503e-06	1.6206323888e-06
1535              	-1.4067514945e-07	7.9114464567e-03	2.9480150250e-06	1.3333323630e-06	1.6146826619e-06
1536              	-1.3994682766e-07	7.9114059137e-03	2.9376162842e-06	1.3288613144e-06	1.6087549697e-06
1537              	-1.3922184574e-07	7.9113655369e-03	2.9272541124e-06	1.3244052105e-06	1.6028489020e-06
1538              	-1.3850031976e-07	7.9113253254e-03	2.9169287001e-06	1.3199640303e-06	1.5969646698e-06
1539              	-1.3778220708e-07	7.9112852788e-03	2.9066398813e-06	1.3155377336e-06	1.5911021477e-06
1540              	-1.3706743794e-07	7.9112453964e-03	2.8963873155e-06	1.3111262198e-06	1.5852610957e-06
1541              	-1.3635603255e-07	7.9112056776e-03	2.8861709892e-06	1.3067294621e-06	1.5794415272e-06
1542              	-1.3564804890e-07	7.9111661215e-03	2.8759910845e-06	1.3023474933e-06	1.5736435911e-06
1543              	-1.3494339028e-07	7.9111267276e-03	2.8658471275e-06	1.2979801735e-06	1.5678669540e-06
1544              	-1.3424198549e-07	7.9110874954e-03	2.8557388137e-06	1.2936274214e-06	1.5621113923e-06
1545              	-1.3354393753e-07	7.9110484242e-03	2.8456663761e-06	1.2892892505e-06	1.5563771256e-06
1546              	-1.3284921267e-07	7.9110095135e-03	2.8356296975e-06	1.2849656361e-06	1.5506640614e-06
1547              	-1.3215775583e-07	7.9109707625e-03	2.8256283981e-06	1.2806564432e-06	1.5449719549e-06
1548              	-1.3146958729e-07	7.9109321705e-03	2.8156625483e-06	1.2763616868e-06	1.5393008614e-06
1549              	-1.3078467681e-07	7.9108937370e-03	2.8057319727e-06	1.2720813095e-06	1.5336506632e-06
1550              	-1.3010300594e-07	7.9108554613e-03	2.7958366107e-06	1.2678152994e-06	1.5280213113e-06
1551              	-1.2942458891e-07	7.9108173428e-03	2.7859763013e-06	1.2635635617e-06	1.5224127395e-06
1552              	-1.2874939959e-07	7.9107793811e-03	2.7761509005e-06	1.2593260507e-06	1.5168248499e-06
1553              	-1.2807743936e-07	7.9107415753e-03	2.7663603323e-06	1.2551027268e-06	1.5112576055e-06
1554              	-1.2740865641e-07	7.9107039250e-03	2.7566044277e-06	1.2508935574e-06	1.5057108702e-06
1555              	-1.2674303291e-07	7.9106664294e-03	2.7468830227e-06	1.2466984785e-06	1.5001845443e-06
1556              	-1.2608057309e-07	7.9106290880e-03	2.7371960509e-06	1.2425174523e-06	1.4946785985e-06
1557              	-1.2542127040e-07	7.9105919002e-03	2.7275433583e-06	1.2383504087e-06	1.4891929495e-06
1558              	-1.2476511137e-07	7.9105548653e-03	2.7179249159e-06	1.2341973466e-06	1.4837275693e-06
1559              	-1.2411200491e-07	7.9105179829e-03	2.7083403281e-06	1.2300581591e-06	1.4782821689e-06
1560              	-1.2346202639e-07	7.9104812522e-03	2.6987896995e-06	1.2259328234e-06	1.4728568762e-06
1561              	-1.2281512262e-07	7.9104446727e-03	2.6892728372e-06	1.2218212960e-06	1.4674515412e-06
1562              	-1.2217131421e-07	7.9104082438e-03	2.6797897347e-06	1.2177235531e-06	1.4620661815e-06
1563              	-1.2153061253e-07	7.9103719649e-03	2.6703403125e-06	1.2136395437e-06	1.4567007688e-06
1564              	-1.2089296911e-07	7.9103358355e-03	2.6609243708e-06	1.2095692163e-06	1.4513551545e-06
1565              	-1.2025828848e-07	7.9102998549e-03	2.6515416101e-06	1.2055125166e-06	1.4460290935e-06
1566              	-1.1962665703e-07	7.9102640226e-03	2.6421922196e-06	1.2014694528e-06	1.4407227668e-06
1567              	-1.1899804657e-07	7.9102283379e-03	2.6328759455e-06	1.1974399262e-06	1.4354360193e-06
1568              	-1.1837247857e-07	7.9101928003e-03	2.6235928274e-06	1.1934239351e-06	1.4301688923e-06
1569              	-1.1774985786e-07	7.9101574093e-03	2.6143424807e-06	1.1894213825e-06	1.4249210982e-06
1570              	-1.1713019939e-07	7.9101221643e-03	2.6051248332e-06	1.1854322172e-06	1.4196926160e-06
1571              	-1.1651345892e-07	7.9100870647e-03	2.5959398162e-06	1.1814564492e-06	1.4144833670e-06
1572              	-1.1589969475e-07	7.9100521099e-03	2.5867874457e-06	1.1774940281e-06	1.4092934176e-06
1573              	-1.1528888701e-07	7.9100172993e-03	2.5776675991e-06	1.1735449125e-06	1.4041226865e-06
1574              	-1.1468097022e-07	7.9099826323e-03	2.5685800295e-06	1.1696090445e-06	1.3989709850e-06
1575              	-1.1407593924e-07	7.9099481085e-03	2.5595246545e-06	1.1656863880e-06	1.3938382665e-06
