# Residuals       
# Time            	p                 	Ux                	Uz                	k                 	omega             
1305              	1.6952670800e-06	1.4877972991e-06	3.6305513003e-06	8.6491869864e-07	2.1925403001e-08
1306              	1.6917888820e-06	1.4862215972e-06	3.6238267818e-06	8.6389928565e-07	2.1880236402e-08
1307              	1.6882697119e-06	1.4846486861e-06	3.6171081616e-06	8.6288150782e-07	2.1835165782e-08
1308              	1.6846843158e-06	1.4830783764e-06	3.6103986306e-06	8.6186534024e-07	2.1790189082e-08
1309              	1.6810464683e-06	1.4815104964e-06	3.6037047699e-06	8.6085076949e-07	2.1745303891e-08
1310              	1.6773618417e-06	1.4799449489e-06	3.5970196588e-06	8.5983780740e-07	2.1700508616e-08
1311              	1.6736576518e-06	1.4783816550e-06	3.5903545321e-06	8.5882644719e-07	2.1655801680e-08
1312              	1.6699508587e-06	1.4768207275e-06	3.5837131877e-06	8.5781667114e-07	2.1611183744e-08
1313              	1.6662515091e-06	1.4752621692e-06	3.5770974069e-06	8.5680849833e-07	2.1566653208e-08
1314              	1.6625684767e-06	1.4737059198e-06	3.5705029167e-06	8.5580190552e-07	2.1522236409e-08
1315              	1.6589043499e-06	1.4721520282e-06	3.5639226568e-06	8.5479688661e-07	2.1477943282e-08
1316              	1.6552572833e-06	1.4706004094e-06	3.5573593754e-06	8.5379344420e-07	2.1433736605e-08
1317              	1.6516422143e-06	1.4690509963e-06	3.5508155179e-06	8.5279162553e-07	2.1389637031e-08
1318              	1.6480620942e-06	1.4675041308e-06	3.5442926199e-06	8.5179141064e-07	2.1345624707e-08
1319              	1.6445005345e-06	1.4659595678e-06	3.5377876635e-06	8.5079282045e-07	2.1301691477e-08
1320              	1.6409790291e-06	1.4644172320e-06	3.5313101391e-06	8.4979583115e-07	2.1257847609e-08
1321              	1.6375263645e-06	1.4628769430e-06	3.5248601985e-06	8.4880044606e-07	2.1214099831e-08
1322              	1.6340604910e-06	1.4613386262e-06	3.5184439699e-06	8.4780666737e-07	2.1170428108e-08
1323              	1.6306003358e-06	1.4598023812e-06	3.5120485192e-06	8.4681449671e-07	2.1126833952e-08
1324              	1.6271525188e-06	1.4582682332e-06	3.5056666102e-06	8.4582395643e-07	2.1083317071e-08
1325              	1.6237268050e-06	1.4567362875e-06	3.4993002742e-06	8.4483503671e-07	2.1039874543e-08
1326              	1.6202550413e-06	1.4552070165e-06	3.4929526950e-06	8.4384774255e-07	2.0996502562e-08
1327              	1.6168033514e-06	1.4536809473e-06	3.4866214243e-06	8.4286208686e-07	2.0953202688e-08
1328              	1.6131313838e-06	1.4521570300e-06	3.4803063783e-06	8.4187809673e-07	2.0909974852e-08
1329              	1.6091117901e-06	1.4506353407e-06	3.4739965747e-06	8.4089584642e-07	2.0866744580e-08
1330              	1.6051621602e-06	1.4491157140e-06	3.4676964350e-06	8.3991583425e-07	2.0823116501e-08
1331              	1.6014143915e-06	1.4475982324e-06	3.4614102654e-06	8.3893804065e-07	2.0779949979e-08
1332              	1.5978580441e-06	1.4460829713e-06	3.4551587215e-06	8.3796199362e-07	2.0736942328e-08
1333              	1.5943342386e-06	1.4445699043e-06	3.4489405170e-06	8.3698759335e-07	2.0694045509e-08
1334              	1.5908286646e-06	1.4430590376e-06	3.4427427187e-06	8.3601478126e-07	2.0651238477e-08
1335              	1.5873145982e-06	1.4415503949e-06	3.4365554590e-06	8.3504354950e-07	2.0608516379e-08
1336              	1.5838161887e-06	1.4400439244e-06	3.4303731458e-06	8.3407388901e-07	2.0565919452e-08
1337              	1.5803767945e-06	1.4385395036e-06	3.4241970710e-06	8.3310580018e-07	2.0523435410e-08
1338              	1.5770157273e-06	1.4370373422e-06	3.4180237527e-06	8.3213930214e-07	2.0481021485e-08
1339              	1.5736151777e-06	1.4355373509e-06	3.4118594293e-06	8.3117439952e-07	2.0438683860e-08
1340              	1.5701811858e-06	1.4340396120e-06	3.4057093885e-06	8.3021110653e-07	2.0396420004e-08
1341              	1.5667561161e-06	1.4325443199e-06	3.3995778012e-06	8.2924942383e-07	2.0354233708e-08
1342              	1.5633684185e-06	1.4310511818e-06	3.3934704826e-06	8.2828935740e-07	2.0312131876e-08
1343              	1.5599960244e-06	1.4295604630e-06	3.3873832887e-06	8.2733092232e-07	2.0270120845e-08
1344              	1.5566113093e-06	1.4280720440e-06	3.3813005888e-06	8.2637411087e-07	2.0228196991e-08
1345              	1.5532178171e-06	1.4265855590e-06	3.3752651714e-06	8.2541892981e-07	2.0186342526e-08
1346              	1.5498135137e-06	1.4251009722e-06	3.3692624993e-06	8.2446537105e-07	2.0144555707e-08
1347              	1.5464527332e-06	1.4236183397e-06	3.3633087633e-06	8.2351343262e-07	2.0102837295e-08
1348              	1.5431261722e-06	1.4221374382e-06	3.3573463717e-06	8.2256311414e-07	2.0061188034e-08
1349              	1.5398257446e-06	1.4206584883e-06	3.3513877534e-06	8.2161442571e-07	2.0019611834e-08
1350              	1.5372426328e-06	1.4191818587e-06	3.3454772867e-06	8.2066735149e-07	1.9978105027e-08
1351              	1.5349982636e-06	1.4177075639e-06	3.3395987907e-06	8.1972188284e-07	1.9936673749e-08
1352              	1.5326647966e-06	1.4162354445e-06	3.3337395984e-06	8.1877799199e-07	1.9895311738e-08
1353              	1.5301039024e-06	1.4147656284e-06	3.3278978458e-06	8.1783568210e-07	1.9854048505e-08
1354              	1.5273651437e-06	1.4132989654e-06	3.3220711649e-06	8.1689493982e-07	1.9812906223e-08
1355              	1.5244829027e-06	1.4118347701e-06	3.3163635375e-06	8.1595576286e-07	1.9771831463e-08
1356              	1.5216584010e-06	1.4103726445e-06	3.3106859205e-06	8.1501815638e-07	1.9730831989e-08
1357              	1.5188623441e-06	1.4089125307e-06	3.3048826821e-06	8.1408211415e-07	1.9689904482e-08
1358              	1.5161101952e-06	1.4074544565e-06	3.2990800434e-06	8.1314763801e-07	1.9649050074e-08
1359              	1.5133908943e-06	1.4059983439e-06	3.2933229381e-06	8.1221472883e-07	1.9608265125e-08
1360              	1.5107083979e-06	1.4045442370e-06	3.2875910077e-06	8.1128339083e-07	1.9567556545e-08
1361              	1.5079913756e-06	1.4030921953e-06	3.2818664579e-06	8.1035361993e-07	1.9526952946e-08
1362              	1.5053007677e-06	1.4016422125e-06	3.2761536815e-06	8.0942541046e-07	1.9486431318e-08
1363              	1.5025094497e-06	1.4001941622e-06	3.2704470663e-06	8.0849876506e-07	1.9445981936e-08
1364              	1.4996267302e-06	1.3987480579e-06	3.2647471157e-06	8.0757367248e-07	1.9405602763e-08
1365              	1.4967094782e-06	1.3973044106e-06	3.2590588323e-06	8.0665012722e-07	1.9365294003e-08
1366              	1.4938597012e-06	1.3958628445e-06	3.2533852806e-06	8.0572812380e-07	1.9325057052e-08
1367              	1.4911306897e-06	1.3944232356e-06	3.2477301942e-06	8.0480766387e-07	1.9284989667e-08
1368              	1.4884774031e-06	1.3929855457e-06	3.2420985346e-06	8.0388874183e-07	1.9245001416e-08
1369              	1.4858470350e-06	1.3915497328e-06	3.2364897477e-06	8.0297135103e-07	1.9205109480e-08
1370              	1.4832585547e-06	1.3901157662e-06	3.2309011790e-06	8.0205548070e-07	1.9165288423e-08
1371              	1.4806147456e-06	1.3886837934e-06	3.2253343792e-06	8.0114113000e-07	1.9125540330e-08
1372              	1.4779198584e-06	1.3872537912e-06	3.2197847915e-06	8.0022830577e-07	1.9085864920e-08
1373              	1.4752332574e-06	1.3858257125e-06	3.2142442025e-06	7.9931701242e-07	1.9046280757e-08
1374              	1.4725600511e-06	1.3843996106e-06	3.2087175148e-06	7.9840722101e-07	1.9006774301e-08
1375              	1.4699228319e-06	1.3829753911e-06	3.2031977874e-06	7.9749892101e-07	1.8967340901e-08
1376              	1.4673305633e-06	1.3815532295e-06	3.1976853509e-06	7.9659211423e-07	1.8927977225e-08
1377              	1.4647714990e-06	1.3801329805e-06	3.1921891665e-06	7.9568680399e-07	1.8888759935e-08
1378              	1.4622235157e-06	1.3787147066e-06	3.1867064343e-06	7.9478298698e-07	1.8849658298e-08
1379              	1.4596514135e-06	1.3772983048e-06	3.1812388864e-06	7.9388064266e-07	1.8810625187e-08
1380              	1.4570591036e-06	1.3758838128e-06	3.1757887960e-06	7.9297978264e-07	1.8771662865e-08
1381              	1.4544611852e-06	1.3744712279e-06	3.1703537157e-06	7.9208038997e-07	1.8732777495e-08
1382              	1.4518518797e-06	1.3730606512e-06	3.1649358213e-06	7.9118245745e-07	1.8693987958e-08
1383              	1.4492586383e-06	1.3716519405e-06	3.1595291806e-06	7.9028598130e-07	1.8655268709e-08
1384              	1.4466921810e-06	1.3702451043e-06	3.1541354640e-06	7.8939095782e-07	1.8616615313e-08
1385              	1.4441831090e-06	1.3688402844e-06	3.1487716046e-06	7.8849738306e-07	1.8578131047e-08
1386              	1.4417307443e-06	1.3674373729e-06	3.1434257122e-06	7.8760491526e-07	1.8539710482e-08
1387              	1.4393369330e-06	1.3660362891e-06	3.1380880992e-06	7.8671364564e-07	1.8501340088e-08
1388              	1.4369406849e-06	1.3646369758e-06	3.1327562506e-06	7.8582333245e-07	1.8462986287e-08
1389              	1.4345214094e-06	1.3632394247e-06	3.1274408691e-06	7.8493457586e-07	1.8424755392e-08
1390              	1.4320777765e-06	1.3618424191e-06	3.1221355942e-06	7.8404731738e-07	1.8386607951e-08
1391              	1.4281998158e-06	1.3604132641e-06	3.1168302424e-06	7.8316227854e-07	1.8348767957e-08
1392              	1.4237400792e-06	1.3590020455e-06	3.1111198188e-06	7.8227915788e-07	1.8311062264e-08
1393              	1.4192566106e-06	1.3576019794e-06	3.1052357649e-06	7.8139757456e-07	1.8273368755e-08
1394              	1.4150739436e-06	1.3562101377e-06	3.0995588535e-06	7.8051730865e-07	1.8235704283e-08
1395              	1.4111957920e-06	1.3548215025e-06	3.0941136073e-06	7.7963832312e-07	1.8198176856e-08
1396              	1.4077195887e-06	1.3534360017e-06	3.0887232615e-06	7.7876057191e-07	1.8160853910e-08
1397              	1.4041091362e-06	1.3520524632e-06	3.0833453568e-06	7.7788401479e-07	1.8123615401e-08
1398              	1.4004849510e-06	1.3506710823e-06	3.0780048937e-06	7.7700870360e-07	1.8086528191e-08
1399              	1.3969746630e-06	1.3492917913e-06	3.0726995798e-06	7.7613464850e-07	1.8049657117e-08
1400              	1.3936004893e-06	1.3479144380e-06	3.0674567147e-06	7.7526188289e-07	1.8013034673e-08
1401              	1.3906454073e-06	1.3465386966e-06	3.0622851767e-06	7.7439045041e-07	1.7976840309e-08
1402              	1.3878362803e-06	1.3451644246e-06	3.0571693370e-06	7.7352040250e-07	1.7940819611e-08
1403              	1.3849045958e-06	1.3437917897e-06	3.0521058428e-06	7.7265176343e-07	1.7904864668e-08
1404              	1.3817836608e-06	1.3424209135e-06	3.0470767110e-06	7.7178454658e-07	1.7868971151e-08
1405              	1.3784799160e-06	1.3410520837e-06	3.0420457148e-06	7.7091875694e-07	1.7833138849e-08
1406              	1.3750472129e-06	1.3396854057e-06	3.0369739744e-06	7.7005440827e-07	1.7797366832e-08
1407              	1.3714793427e-06	1.3383210436e-06	3.0318382954e-06	7.6919148076e-07	1.7761654628e-08
1408              	1.3677313152e-06	1.3369588890e-06	3.0266225121e-06	7.6832997577e-07	1.7726048304e-08
1409              	1.3643454150e-06	1.3355985640e-06	3.0213717723e-06	7.6746987371e-07	1.7690521272e-08
1410              	1.3612330876e-06	1.3342395257e-06	3.0161064024e-06	7.6661117085e-07	1.7655051094e-08
1411              	1.3581864982e-06	1.3328816013e-06	3.0109171418e-06	7.6575411091e-07	1.7618296718e-08
1412              	1.3553233407e-06	1.3315248084e-06	3.0058573462e-06	7.6489858336e-07	1.7582517155e-08
1413              	1.3526910629e-06	1.3301695228e-06	3.0009139880e-06	7.6404428639e-07	1.7547253315e-08
1414              	1.3500184244e-06	1.3288161832e-06	2.9960159900e-06	7.6319123157e-07	1.7512077066e-08
1415              	1.3472199029e-06	1.3274649677e-06	2.9911041431e-06	7.6233949423e-07	1.7476927670e-08
1416              	1.3443712815e-06	1.3261157558e-06	2.9861606725e-06	7.6148927479e-07	1.7440721108e-08
1417              	1.3416467033e-06	1.3247684782e-06	2.9811946121e-06	7.6064055911e-07	1.7405117742e-08
1418              	1.3391030390e-06	1.3234232350e-06	2.9762281268e-06	7.5979311576e-07	1.7370068152e-08
1419              	1.3366188629e-06	1.3220800285e-06	2.9712705128e-06	7.5894691686e-07	1.7335138994e-08
1420              	1.3340674186e-06	1.3207388343e-06	2.9662971610e-06	7.5810201662e-07	1.7300269048e-08
1421              	1.3313628743e-06	1.3193993197e-06	2.9612986531e-06	7.5725844374e-07	1.7265457217e-08
1422              	1.3285577988e-06	1.3180614255e-06	2.9562776419e-06	7.5641620847e-07	1.7230730256e-08
1423              	1.3256929457e-06	1.3167250103e-06	2.9512649701e-06	7.5557531271e-07	1.7196055665e-08
1424              	1.3229975198e-06	1.3153901150e-06	2.9462951897e-06	7.5473575495e-07	1.7161435331e-08
1425              	1.3204546093e-06	1.3140568032e-06	2.9413703456e-06	7.5389753245e-07	1.7126890935e-08
1426              	1.3179254559e-06	1.3127251517e-06	2.9364744575e-06	7.5306064561e-07	1.7092423379e-08
1427              	1.3153396134e-06	1.3113952009e-06	2.9315920463e-06	7.5222509194e-07	1.7058035309e-08
1428              	1.3126901885e-06	1.3100669473e-06	2.9267244406e-06	7.5139086288e-07	1.7023757394e-08
1429              	1.3099961229e-06	1.3087404756e-06	2.9218787757e-06	7.5055795499e-07	1.6989564164e-08
1430              	1.3072787674e-06	1.3074157321e-06	2.9170459576e-06	7.4972636934e-07	1.6955426469e-08
1431              	1.3045565790e-06	1.3060926719e-06	2.9122164788e-06	7.4889610045e-07	1.6921342055e-08
1432              	1.3018556142e-06	1.3047712109e-06	2.9073972080e-06	7.4806714946e-07	1.6887309636e-08
1433              	1.2990677117e-06	1.3034513368e-06	2.9025795937e-06	7.4723950850e-07	1.6853333253e-08
1434              	1.2960650861e-06	1.3021331197e-06	2.8977759142e-06	7.4641317136e-07	1.6819412002e-08
1435              	1.2932553297e-06	1.3008165389e-06	2.8929824486e-06	7.4558814744e-07	1.6785544971e-08
1436              	1.2906907192e-06	1.2995015810e-06	2.8882036966e-06	7.4476442314e-07	1.6751732549e-08
1437              	1.2882324420e-06	1.2981882749e-06	2.8834382181e-06	7.4394199482e-07	1.6717975236e-08
1438              	1.2858079739e-06	1.2968766525e-06	2.8786877105e-06	7.4312086769e-07	1.6684274722e-08
1439              	1.2833903620e-06	1.2955666847e-06	2.8739455851e-06	7.4230103432e-07	1.6650628509e-08
1440              	1.2809614545e-06	1.2942583963e-06	2.8692152094e-06	7.4148249259e-07	1.6617037306e-08
1441              	1.2785140149e-06	1.2929516550e-06	2.8644980299e-06	7.4066523577e-07	1.6583498622e-08
1442              	1.2760552326e-06	1.2916465160e-06	2.8597937653e-06	7.3984926017e-07	1.6550015127e-08
1443              	1.2735868050e-06	1.2903429741e-06	2.8551028752e-06	7.3903456299e-07	1.6516596076e-08
1444              	1.2711224595e-06	1.2890410650e-06	2.8504231148e-06	7.3822114599e-07	1.6483235407e-08
1445              	1.2686653702e-06	1.2877407621e-06	2.8457543209e-06	7.3740900619e-07	1.6449966172e-08
1446              	1.2662327405e-06	1.2864420525e-06	2.8410993581e-06	7.3659813638e-07	1.6416752248e-08
1447              	1.2638229169e-06	1.2851449762e-06	2.8364565741e-06	7.3578853380e-07	1.6383596076e-08
1448              	1.2614173099e-06	1.2838495108e-06	2.8318247506e-06	7.3498019567e-07	1.6350496523e-08
1449              	1.2590033452e-06	1.2825556890e-06	2.8272016320e-06	7.3417312464e-07	1.6317449279e-08
1450              	1.2565708210e-06	1.2812634922e-06	2.8225883059e-06	7.3336731533e-07	1.6284453018e-08
1451              	1.2541280522e-06	1.2799729155e-06	2.8179850407e-06	7.3256277329e-07	1.6251511160e-08
1452              	1.2516855130e-06	1.2786839923e-06	2.8133925013e-06	7.3175950748e-07	1.6218623434e-08
1453              	1.2492597617e-06	1.2773966123e-06	2.8088105813e-06	7.3095749205e-07	1.6185788744e-08
1454              	1.2468513952e-06	1.2761108087e-06	2.8042345975e-06	7.3015672433e-07	1.6153005104e-08
1455              	1.2444478963e-06	1.2748266346e-06	2.7996730785e-06	7.2935720154e-07	1.6120272088e-08
1456              	1.2420490362e-06	1.2735440888e-06	2.7951256248e-06	7.2855892099e-07	1.6087595173e-08
1457              	1.2396553508e-06	1.2722631380e-06	2.7905898840e-06	7.2776190596e-07	1.6054974597e-08
1458              	1.2372658425e-06	1.2709837829e-06	2.7860652838e-06	7.2696613311e-07	1.6022406235e-08
1459              	1.2348807606e-06	1.2697060704e-06	2.7815506858e-06	7.2617159430e-07	1.5989889267e-08
1460              	1.2328197894e-06	1.2684299127e-06	2.7770459587e-06	7.2537828680e-07	1.5957428464e-08
1461              	1.2312082833e-06	1.2671553202e-06	2.7725522809e-06	7.2458620797e-07	1.5925026516e-08
1462              	1.2298751160e-06	1.2658822760e-06	2.7680664831e-06	7.2379535517e-07	1.5892675238e-08
1463              	1.2287072437e-06	1.2646107529e-06	2.7636007886e-06	7.2300572577e-07	1.5860379082e-08
1464              	1.2277830128e-06	1.2633407252e-06	2.7591412797e-06	7.2221732226e-07	1.5828162878e-08
1465              	1.2267448263e-06	1.2620723000e-06	2.7546969822e-06	7.2143014005e-07	1.5796001133e-08
1466              	1.2255543426e-06	1.2608055265e-06	2.7502599833e-06	7.2064417323e-07	1.5763905290e-08
1467              	1.2241205469e-06	1.2595402950e-06	2.7458321220e-06	7.1985941916e-07	1.5731872748e-08
1468              	1.2223745479e-06	1.2582765113e-06	2.7414121292e-06	7.1907587519e-07	1.5699920087e-08
1469              	1.2203840216e-06	1.2570143045e-06	2.7369986273e-06	7.1829353870e-07	1.5668044808e-08
1470              	1.2183178337e-06	1.2557535935e-06	2.7325909257e-06	7.1751240706e-07	1.5636221789e-08
1471              	1.2161295881e-06	1.2544943729e-06	2.7281913720e-06	7.1673248238e-07	1.5604448065e-08
1472              	1.2138479948e-06	1.2532367202e-06	2.7237972829e-06	7.1595376061e-07	1.5572723611e-08
1473              	1.2114489391e-06	1.2519805855e-06	2.7194129525e-06	7.1517624693e-07	1.5541079196e-08
1474              	1.2089642475e-06	1.2507259870e-06	2.7150373941e-06	7.1439993147e-07	1.5509504363e-08
1475              	1.2064458249e-06	1.2494728328e-06	2.7106752838e-06	7.1362480821e-07	1.5477990398e-08
1476              	1.2039066230e-06	1.2482212109e-06	2.7062511252e-06	7.1285087287e-07	1.5446527121e-08
1477              	1.2013538484e-06	1.2469714733e-06	2.7017917368e-06	7.1207815162e-07	1.5415114674e-08
1478              	1.1988850216e-06	1.2457237441e-06	2.6973499854e-06	7.1130661895e-07	1.5383752127e-08
1479              	1.1964289537e-06	1.2444777521e-06	2.6929415521e-06	7.1053626851e-07	1.5352439760e-08
1480              	1.1939914239e-06	1.2432331721e-06	2.6885661229e-06	7.0976710164e-07	1.5321176227e-08
1481              	1.1916232420e-06	1.2419897051e-06	2.6842158193e-06	7.0899913443e-07	1.5289962005e-08
1482              	1.1893358229e-06	1.2407473723e-06	2.6798879971e-06	7.0823234363e-07	1.5258796732e-08
1483              	1.1870752739e-06	1.2395061112e-06	2.6755933901e-06	7.0746672763e-07	1.5227681137e-08
1484              	1.1848994195e-06	1.2382659970e-06	2.6713301231e-06	7.0670228552e-07	1.5196618950e-08
1485              	1.1827847544e-06	1.2370272953e-06	2.6670359419e-06	7.0593900802e-07	1.5165609958e-08
1486              	1.1806758960e-06	1.2357904433e-06	2.6627237261e-06	7.0517689631e-07	1.5134649121e-08
1487              	1.1785667969e-06	1.2345556813e-06	2.6584151744e-06	7.0441595724e-07	1.5103738079e-08
1488              	1.1764318751e-06	1.2333227198e-06	2.6541041296e-06	7.0365618290e-07	1.5072875977e-08
1489              	1.1743060019e-06	1.2320910986e-06	2.6497834698e-06	7.0289756672e-07	1.5042062737e-08
1490              	1.1722831301e-06	1.2308605496e-06	2.6454890050e-06	7.0214010498e-07	1.5011298322e-08
1491              	1.1702277226e-06	1.2296310435e-06	2.6412463270e-06	7.0138379897e-07	1.4980583564e-08
1492              	1.1681756318e-06	1.2284027099e-06	2.6370597641e-06	7.0062864074e-07	1.4949918825e-08
1493              	1.1663347761e-06	1.2271756624e-06	2.6329045292e-06	6.9987462756e-07	1.4919302986e-08
1494              	1.1645288522e-06	1.2259499943e-06	2.6287597422e-06	6.9912175692e-07	1.4888736558e-08
1495              	1.1626611232e-06	1.2247258562e-06	2.6246136830e-06	6.9837002952e-07	1.4858246693e-08
1496              	1.1607339023e-06	1.2235032587e-06	2.6204671954e-06	6.9761944110e-07	1.4827839820e-08
1497              	1.1587579983e-06	1.2222819565e-06	2.6163183553e-06	6.9686999504e-07	1.4797482120e-08
1498              	1.1567216266e-06	1.2210618073e-06	2.6121633102e-06	6.9612168765e-07	1.4767172304e-08
1499              	1.1546263480e-06	1.2198429285e-06	2.6080190945e-06	6.9537451057e-07	1.4736910975e-08
1500              	1.1524932885e-06	1.2186255994e-06	2.6039177369e-06	6.9462847245e-07	1.4706698682e-08
1501              	1.1503414139e-06	1.2174099532e-06	2.5998685428e-06	6.9388357003e-07	1.4676534703e-08
1502              	1.1482282446e-06	1.2161958925e-06	2.5958467423e-06	6.9313979082e-07	1.4646420548e-08
1503              	1.1461584163e-06	1.2149833764e-06	2.5918203850e-06	6.9239713270e-07	1.4616357157e-08
1504              	1.1441095413e-06	1.2137722981e-06	2.5877770204e-06	6.9165559346e-07	1.4586344863e-08
1505              	1.1420698152e-06	1.2125626367e-06	2.5837271486e-06	6.9091517158e-07	1.4556382240e-08
1506              	1.1400391933e-06	1.2113543479e-06	2.5796881604e-06	6.9017586923e-07	1.4526467358e-08
1507              	1.1380382057e-06	1.2101474018e-06	2.5756589257e-06	6.8943768159e-07	1.4496601227e-08
1508              	1.1360675767e-06	1.2089418104e-06	2.5716452086e-06	6.8870060390e-07	1.4466784501e-08
1509              	1.1341349854e-06	1.2077376264e-06	2.5676436604e-06	6.8796455469e-07	1.4437012839e-08
1510              	1.1322273174e-06	1.2065348383e-06	2.5636530100e-06	6.8722836182e-07	1.4407228203e-08
1511              	1.1300562328e-06	1.2053334198e-06	2.5596681842e-06	6.8649347094e-07	1.4377535159e-08
1512              	1.1279142869e-06	1.2041333697e-06	2.5556863886e-06	6.8575989555e-07	1.4347915364e-08
1513              	1.1258600971e-06	1.2029346733e-06	2.5517075712e-06	6.8502758377e-07	1.4318420892e-08
1514              	1.1238563650e-06	1.2017373615e-06	2.5477362126e-06	6.8429649463e-07	1.4288987768e-08
1515              	1.1218756814e-06	1.2005414092e-06	2.5437759438e-06	6.8356660613e-07	1.4259604689e-08
1516              	1.1198905653e-06	1.1993468365e-06	2.5398188806e-06	6.8283788467e-07	1.4230270221e-08
1517              	1.1178869608e-06	1.1981536491e-06	2.5358731884e-06	6.8211030991e-07	1.4200982697e-08
1518              	1.1158719859e-06	1.1969618353e-06	2.5319323749e-06	6.8138386758e-07	1.4171741826e-08
1519              	1.1138573915e-06	1.1957713822e-06	2.5280001056e-06	6.8065856791e-07	1.4142552358e-08
1520              	1.1117823527e-06	1.1945822683e-06	2.5240581927e-06	6.7993437967e-07	1.4113421477e-08
1521              	1.1097815026e-06	1.1933944609e-06	2.5201349514e-06	6.7921129737e-07	1.4084335694e-08
1522              	1.1077920017e-06	1.1922079783e-06	2.5162231159e-06	6.7848932042e-07	1.4055293844e-08
1523              	1.1058121101e-06	1.1910228486e-06	2.5123238145e-06	6.7776843300e-07	1.4026298491e-08
1524              	1.1038483676e-06	1.1898390621e-06	2.5084351701e-06	6.7704863005e-07	1.3997349525e-08
1525              	1.1018985376e-06	1.1886566610e-06	2.5045544271e-06	6.7632990709e-07	1.3968449631e-08
1526              	1.0999656513e-06	1.1874756011e-06	2.5006789311e-06	6.7561226014e-07	1.3939654168e-08
1527              	1.0980534162e-06	1.1862958951e-06	2.4968117038e-06	6.7489568551e-07	1.3910962049e-08
1528              	1.0961442488e-06	1.1851175130e-06	2.4929525039e-06	6.7418017982e-07	1.3882316120e-08
1529              	1.0929273390e-06	1.1839404663e-06	2.4890859274e-06	6.7346573989e-07	1.3853716198e-08
1530              	1.0895345347e-06	1.1827647425e-06	2.4852445627e-06	6.7275236265e-07	1.3825164303e-08
1531              	1.0863892609e-06	1.1815903963e-06	2.4814104750e-06	6.7204004518e-07	1.3796665020e-08
1532              	1.0835719641e-06	1.1804173864e-06	2.4775846818e-06	6.7132878471e-07	1.3768214718e-08
1533              	1.0811866204e-06	1.1792457374e-06	2.4737623389e-06	6.7061857857e-07	1.3739810446e-08
1534              	1.0789202556e-06	1.1780754421e-06	2.4699432864e-06	6.6990942457e-07	1.3711452026e-08
1535              	1.0766070199e-06	1.1769065633e-06	2.4661336400e-06	6.6920132280e-07	1.3683154515e-08
1536              	1.0743715341e-06	1.1757389581e-06	2.4623379347e-06	6.6849426782e-07	1.3654919963e-08
1537              	1.0722348782e-06	1.1745726451e-06	2.4585516057e-06	6.6778825728e-07	1.3626819927e-08
1538              	1.0702499509e-06	1.1734076820e-06	2.4547761947e-06	6.6708328883e-07	1.3598773351e-08
1539              	1.0683524539e-06	1.1722439706e-06	2.4510058106e-06	6.6637965228e-07	1.3570458345e-08
1540              	1.0664831514e-06	1.1710816146e-06	2.4472427977e-06	6.6567744659e-07	1.3542308801e-08
1541              	1.0646031610e-06	1.1699205729e-06	2.4434993436e-06	6.6497635051e-07	1.3514373594e-08
1542              	1.0626984016e-06	1.1687607679e-06	2.4397729215e-06	6.6427619162e-07	1.3486529083e-08
1543              	1.0607976783e-06	1.1676021649e-06	2.4360519071e-06	6.6357694549e-07	1.3458772603e-08
1544              	1.0588356468e-06	1.1664447664e-06	2.4323317290e-06	6.6287861721e-07	1.3431079016e-08
1545              	1.0568064019e-06	1.1652886130e-06	2.4286111358e-06	6.6218122642e-07	1.3403541833e-08
1546              	1.0547705131e-06	1.1641338186e-06	2.4248925491e-06	6.6148478710e-07	1.3376048681e-08
1547              	1.0527336249e-06	1.1629803242e-06	2.4211811444e-06	6.6078931353e-07	1.3348598862e-08
1548              	1.0507533628e-06	1.1618281646e-06	2.4174794055e-06	6.6009482078e-07	1.3321192197e-08
1549              	1.0487653963e-06	1.1606773462e-06	2.4137868466e-06	6.5940131390e-07	1.3293828744e-08
1550              	1.0467562864e-06	1.1595278328e-06	2.4101002526e-06	6.5870879862e-07	1.3266509964e-08
1551              	1.0447406517e-06	1.1583796211e-06	2.4064209810e-06	6.5801727886e-07	1.3239375308e-08
1552              	1.0427277509e-06	1.1572326783e-06	2.4027459820e-06	6.5732675697e-07	1.3212295134e-08
1553              	1.0407577134e-06	1.1560870395e-06	2.3990751799e-06	6.5663723405e-07	1.3185270813e-08
1554              	1.0388485689e-06	1.1549426926e-06	2.3954133523e-06	6.5594871029e-07	1.3158290285e-08
1555              	1.0369499909e-06	1.1537996241e-06	2.3917618415e-06	6.5526118526e-07	1.3131455620e-08
1556              	1.0350340275e-06	1.1526578089e-06	2.3881181392e-06	6.5457465802e-07	1.3104728549e-08
1557              	1.0331273487e-06	1.1515173326e-06	2.3844827354e-06	6.5388912741e-07	1.3078045755e-08
1558              	1.0312218113e-06	1.1503781497e-06	2.3808557447e-06	6.5320459196e-07	1.3051529064e-08
1559              	1.0293091240e-06	1.1492401953e-06	2.3772302156e-06	6.5252105023e-07	1.3025130610e-08
1560              	1.0274040782e-06	1.1481035382e-06	2.3736157355e-06	6.5183850049e-07	1.2998972079e-08
1561              	1.0255131301e-06	1.1469681065e-06	2.3700108982e-06	6.5115694104e-07	1.2973134832e-08
1562              	1.0236236016e-06	1.1458338755e-06	2.3664123677e-06	6.5047637004e-07	1.2947360153e-08
